ds,yhat,yhat_lower,yhat_upper
2023-10-30,4.623263772803599,1.7571836000647403,7.250255206766162
2023-11-06,4.66397238168797,2.0409796439064856,7.189154998431389
2023-11-13,4.83274326991691,2.2463539649155915,7.660090501073737
2023-11-20,5.092258710970796,2.5387803077635622,7.824172213649143
2023-11-27,5.320187795781179,2.593618580359069,8.111479029500856
2023-12-04,5.32264255318587,2.4913393529728727,7.9221004569054685
2023-12-11,4.982002038750674,2.3566359871241676,7.5838567097434
2023-12-18,4.422064531472203,1.4917200553245047,6.951492427773275
2023-12-25,3.976236010627488,1.1327075705244485,6.657700705881311
2024-01-01,3.920971440477663,1.4203334332873006,6.602201489230508
2024-01-08,4.222706960357665,1.3779350870767437,6.989566699589538
2024-01-15,4.584950099634883,1.770267139134528,7.348393545983615
2024-01-22,4.770370755112077,1.9822999335802423,7.47746522859763
2024-01-29,4.8446379587018535,2.0333060362144164,7.354271714576322
2024-02-05,5.050617331438916,2.2710877060752077,7.720961658184334
2024-02-12,5.44414446051153,2.624323514984225,8.081220624589685
2024-02-19,5.726360141098462,3.0930763839155864,8.55725833718607
2024-02-26,5.511570342676075,2.663547126588975,8.122129945909883
2024-03-04,4.767817863178746,2.110707286127887,7.6643482178763955
2024-03-11,3.936280628043646,1.2116700766838633,6.673250781258794
2024-03-18,3.5643937270615695,0.9027523189910739,6.061073606792093
2024-03-25,3.8198836236524634,1.0439599510789348,6.508783929236841
2024-04-01,4.38516086320022,1.6751656906062948,7.146831299575868
2024-04-08,4.813536350516846,2.1600581083361137,7.525810472189859
2024-04-15,4.939140948147333,2.3988766779709807,7.625201554516301
2024-04-22,4.919130666897499,2.020475141269913,7.737091112969464
2024-04-29,4.93526186109351,2.3008483744292274,7.6313709877308336
2024-05-06,4.953789262213688,2.15516802797978,7.601229312719063
2024-05-13,4.821060060946771,2.108966466749421,7.504875052243935
2024-05-20,4.537539874382517,1.7454970435264068,7.32424002416472
2024-05-27,4.3384270784066175,1.7630290190032853,6.920095377603864
2024-06-03,4.456538941645256,1.8892813502968444,7.390484495934661
2024-06-10,4.836946762510322,2.2630580198472963,7.532023638195952
2024-06-17,5.141365949824371,2.46690591687942,7.973174922343417
2024-06-24,5.055585698995842,2.2672425558255744,7.8218993340789895
2024-07-01,4.583030962733231,1.9159672527722564,7.327379095646682
2024-07-08,4.037488425811405,1.467851969894651,6.638686912636614
2024-07-15,3.7714114332713007,1.1682669064136888,6.619435232609502
2024-07-22,3.91718455425755,1.3166456910420645,6.620665431492765
2024-07-29,4.3474839743043185,1.3018745624626857,7.097061162005905
2024-08-05,4.818280864504411,2.101083396679489,7.650376244805112
2024-08-12,5.128003938830453,2.5390414875704272,7.716781908187006
2024-08-19,5.193845911667302,2.6012364409612188,7.878409303642121
2024-08-26,5.058991886736563,2.363100430325192,7.841770808389991
2024-09-02,4.861982847870399,2.269874607927616,7.624286547742895
2024-09-09,4.762142094835357,1.9777953604205236,7.42147343103271
2024-09-16,4.833893120041064,2.0173320152047376,7.565168049175685
2024-09-23,5.007488822826634,2.334001651181269,7.72514261630772
2024-09-30,5.127176033703707,2.1541799555129613,7.756657192077804
2024-10-07,5.0866261044363075,2.2439656048734444,7.707810907422228
2024-10-14,4.9120722348082975,2.214297374909782,7.488846997719135
2024-10-21,4.719218462352742,2.0056121038425867,7.189147287185765
2024-10-28,4.610500507441331,1.971678092419071,7.364874524867646
2024-11-04,4.627581751116486,2.103907419341141,7.418893401150106
2024-11-11,4.773987142797685,2.061351457695642,7.131433166317438
2024-11-18,5.022228666445413,2.488035951799963,7.5478508146553365
2024-11-25,5.2681453554589615,2.6172203278565203,7.907636795688209
2024-12-02,5.324123705630841,2.747619824968109,8.029693023176696
2024-12-09,5.044981817224049,2.5023081144412864,7.6168255720588505
2024-12-16,4.505530540717349,1.7993375545878891,7.258903747111481
2024-12-23,4.015108148759806,1.3115733698915244,6.521243036908751
2024-12-30,3.8826273549127905,0.8899949252224201,6.621110914362961
2025-01-06,4.137064789779451,1.5428897468267426,6.71145851148187
2025-01-13,4.510844486243711,1.9004059815191872,7.241978557834334
2025-01-20,4.731542236580245,2.2918596120486345,7.38459622574291
2025-01-27,4.808163956241197,1.943002197142206,7.45158762291362
